"Año","Trimestre","Provincia","Número de denuncias por violencia de género"
"Año 2020","Tercero","Salamanca","135.0"
"Año 2020","Tercero","Segovia","130.0"
"Año 2020","Tercero","Soria","48.0"
"Año 2020","Tercero","Valladolid","327.0"
"Año 2020","Tercero","Zamora","97.0"
"Año 2020","Tercero","Albacete","332.0"
"Año 2020","Tercero","Ciudad Real","478.0"
"Año 2020","Tercero","Cuenca","119.0"
"Año 2020","Tercero","Guadalajara","207.0"
"Año 2020","Tercero","Toledo","448.0"
"Año 2020","Tercero","Barcelona","3873.0"
"Año 2020","Tercero","Girona","688.0"
"Año 2020","Tercero","Lleida","446.0"
"Año 2020","Tercero","Tarragona","788.0"
"Año 2020","Tercero","Alicante/Alacant","2354.0"
"Año 2020","Tercero","Castellón/Castelló","644.0"
"Año 2020","Tercero","Valencia/València","3246.0"
"Año 2020","Tercero","Badajoz","410.0"
"Año 2020","Tercero","Cáceres","218.0"
"Año 2020","Tercero","A Coruña","739.0"
"Año 2020","Tercero","Lugo","178.0"
"Año 2020","Tercero","Ourense","270.0"
"Año 2020","Tercero","Pontevedra","580.0"
"Año 2020","Tercero","Madrid","6070.0"
"Año 2020","Tercero","Murcia","1728.0"
"Año 2020","Tercero","Navarra","435.0"
"Año 2020","Tercero","Araba/Álava","260.0"
"Año 2020","Tercero","Gipuzkoa","446.0"
"Año 2020","Tercero","Bizkaia","751.0"
"Año 2020","Tercero","La Rioja","184.0"
"Año 2020","Tercero","Ceuta","76.0"
"Año 2020","Tercero","Melilla","109.0"
"Año 2020","Cuarto","Almería","786.0"
"Año 2020","Cuarto","Cádiz","1284.0"
"Año 2020","Cuarto","Córdoba","544.0"
"Año 2020","Cuarto","Granada","1081.0"
"Año 2020","Cuarto","Huelva","546.0"
"Año 2020","Cuarto","Jaén","406.0"
"Año 2020","Cuarto","Málaga","1643.0"
"Año 2020","Cuarto","Sevilla","1397.0"
"Año 2020","Cuarto","Huesca","98.0"
"Año 2020","Cuarto","Teruel","26.0"
"Año 2020","Cuarto","Zaragoza","733.0"
"Año 2020","Cuarto","Asturias","522.0"
"Año 2020","Cuarto","Illes Balears","1377.0"
"Año 2020","Cuarto","Las Palmas","1164.0"
"Año 2020","Cuarto","Santa Cruz de Tenerife","946.0"
"Año 2020","Cuarto","Cantabria","368.0"
"Año 2020","Cuarto","Ávila","65.0"
"Año 2020","Cuarto","Burgos","179.0"
"Año 2020","Cuarto","León","235.0"
"Año 2020","Cuarto","Palencia","61.0"
"Año 2020","Cuarto","Salamanca","90.0"
"Año 2020","Cuarto","Segovia","172.0"
"Año 2020","Cuarto","Soria","46.0"
"Año 2020","Cuarto","Valladolid","286.0"
"Año 2020","Cuarto","Zamora","76.0"
"Año 2020","Cuarto","Albacete","215.0"
"Año 2020","Cuarto","Ciudad Real","303.0"
"Año 2020","Cuarto","Cuenca","105.0"
"Año 2020","Cuarto","Guadalajara","321.0"
"Año 2020","Cuarto","Toledo","455.0"
"Año 2020","Cuarto","Barcelona","3289.0"
"Año 2020","Cuarto","Girona","604.0"
"Año 2020","Cuarto","Lleida","322.0"
"Año 2020","Cuarto","Tarragona","664.0"
"Año 2020","Cuarto","Alicante/Alacant","1897.0"
"Año 2020","Cuarto","Castellón/Castelló","491.0"
"Año 2020","Cuarto","Valencia/València","3126.0"
"Año 2020","Cuarto","Badajoz","380.0"
"Año 2020","Cuarto","Cáceres","188.0"
"Año 2020","Cuarto","A Coruña","560.0"
"Año 2020","Cuarto","Lugo","183.0"
"Año 2020","Cuarto","Ourense","190.0"
"Año 2020","Cuarto","Pontevedra","492.0"
"Año 2020","Cuarto","Madrid","5715.0"
"Año 2020","Cuarto","Murcia","1498.0"
"Año 2020","Cuarto","Navarra","418.0"
"Año 2020","Cuarto","Araba/Álava","202.0"
"Año 2020","Cuarto","Gipuzkoa","334.0"
"Año 2020","Cuarto","Bizkaia","789.0"
"Año 2020","Cuarto","La Rioja","206.0"
"Año 2020","Cuarto","Ceuta","46.0"
"Año 2020","Cuarto","Melilla","65.0"
"Año 2021","Primero","Almería","630.0"
"Año 2021","Primero","Cádiz","1058.0"
"Año 2021","Primero","Córdoba","568.0"
"Año 2021","Primero","Granada","1043.0"
"Año 2021","Primero","Huelva","507.0"
"Año 2021","Primero","Jaén","408.0"
"Año 2021","Primero","Málaga","1519.0"
"Año 2021","Primero","Sevilla","1338.0"
"Año 2021","Primero","Huesca","106.0"
"Año 2021","Primero","Teruel","39.0"
"Año 2021","Primero","Zaragoza","657.0"
"Año 2021","Primero","Asturias","616.0"
"Año 2021","Primero","Illes Balears","1147.0"
"Año 2021","Primero","Las Palmas","1076.0"
"Año 2021","Primero","Santa Cruz de Tenerife","919.0"
"Año 2021","Primero","Cantabria","383.0"
"Año 2021","Primero","Ávila","90.0"
"Año 2021","Primero","Burgos","201.0"
"Año 2021","Primero","León","202.0"
"Año 2021","Primero","Palencia","65.0"
"Año 2021","Primero","Salamanca","75.0"
"Año 2021","Primero","Segovia","103.0"
"Año 2021","Primero","Soria","34.0"
"Año 2021","Primero","Valladolid","338.0"
"Año 2021","Primero","Zamora","56.0"
"Año 2021","Primero","Albacete","231.0"
"Año 2021","Primero","Ciudad Real","330.0"
"Año 2021","Primero","Cuenca","95.0"
"Año 2021","Primero","Guadalajara","159.0"
"Año 2021","Primero","Toledo","501.0"
"Año 2021","Primero","Barcelona","3348.0"
"Año 2021","Primero","Girona","536.0"
"Año 2021","Primero","Lleida","347.0"
"Año 2021","Primero","Tarragona","537.0"
"Año 2021","Primero","Alicante/Alacant","1747.0"
"Año 2021","Primero","Castellón/Castelló","366.0"
"Año 2021","Primero","Valencia/València","2681.0"
"Año 2021","Primero","Badajoz","370.0"
"Año 2021","Primero","Cáceres","169.0"
"Año 2021","Primero","A Coruña","596.0"
"Año 2021","Primero","Lugo","160.0"
"Año 2021","Primero","Ourense","165.0"
"Año 2021","Primero","Pontevedra","513.0"
"Año 2021","Primero","Madrid","5580.0"
"Año 2021","Primero","Murcia","1491.0"
"Año 2021","Primero","Navarra","389.0"
"Año 2021","Primero","Araba/Álava","177.0"
"Año 2021","Primero","Gipuzkoa","284.0"
"Año 2021","Primero","Bizkaia","742.0"
"Año 2021","Primero","La Rioja","170.0"
"Año 2021","Primero","Ceuta","58.0"
"Año 2021","Primero","Melilla","81.0"
"Año 2021","Segundo","Almería","680.0"
"Año 2021","Segundo","Cádiz","1219.0"
"Año 2021","Segundo","Córdoba","692.0"
"Año 2021","Segundo","Granada","1275.0"
"Año 2021","Segundo","Huelva","655.0"
"Año 2021","Segundo","Jaén","535.0"
"Año 2021","Segundo","Málaga","1735.0"
"Año 2021","Segundo","Sevilla","1530.0"
"Año 2021","Segundo","Huesca","113.0"
"Año 2021","Segundo","Teruel","40.0"
"Año 2021","Segundo","Zaragoza","741.0"
"Año 2021","Segundo","Asturias","661.0"
"Año 2021","Segundo","Illes Balears","1574.0"
"Año 2021","Segundo","Las Palmas","1287.0"
"Año 2021","Segundo","Santa Cruz de Tenerife","993.0"
"Año 2021","Segundo","Cantabria","474.0"
"Año 2021","Segundo","Ávila","83.0"
"Año 2021","Segundo","Burgos","191.0"
"Año 2021","Segundo","León","221.0"
"Año 2021","Segundo","Palencia","72.0"
"Año 2021","Segundo","Salamanca","88.0"
"Año 2021","Segundo","Segovia","139.0"
"Año 2021","Segundo","Soria","39.0"
"Año 2021","Segundo","Valladolid","321.0"
"Año 2021","Segundo","Zamora","89.0"
"Año 2021","Segundo","Albacete","247.0"
"Año 2021","Segundo","Ciudad Real","333.0"
"Año 2021","Segundo","Cuenca","106.0"
"Año 2021","Segundo","Guadalajara","389.0"
"Año 2021","Segundo","Toledo","506.0"
"Año 2021","Segundo","Barcelona","3763.0"
"Año 2021","Segundo","Girona","613.0"
"Año 2021","Segundo","Lleida","326.0"
"Año 2021","Segundo","Tarragona","698.0"
"Año 2021","Segundo","Alicante/Alacant","2104.0"
"Año 2021","Segundo","Castellón/Castelló","426.0"
"Año 2021","Segundo","Valencia/València","3126.0"
"Año 2021","Segundo","Badajoz","440.0"
"Año 2021","Segundo","Cáceres","208.0"
"Año 2021","Segundo","A Coruña","700.0"
"Año 2021","Segundo","Lugo","212.0"
"Año 2021","Segundo","Ourense","185.0"
"Año 2021","Segundo","Pontevedra","552.0"
"Año 2021","Segundo","Madrid","6504.0"
"Año 2021","Segundo","Murcia","1636.0"
"Año 2021","Segundo","Navarra","446.0"
"Año 2021","Segundo","Araba/Álava","240.0"
"Año 2021","Segundo","Gipuzkoa","364.0"
"Año 2021","Segundo","Bizkaia","799.0"
"Año 2021","Segundo","La Rioja","196.0"
"Año 2021","Segundo","Ceuta","70.0"
"Año 2021","Segundo","Melilla","85.0"
"Año 2021","Tercero","Almería","1035.0"
"Año 2021","Tercero","Cádiz","1542.0"
"Año 2021","Tercero","Córdoba","571.0"
"Año 2021","Tercero","Granada","1314.0"
"Año 2021","Tercero","Huelva","759.0"
"Año 2021","Tercero","Jaén","536.0"
"Año 2021","Tercero","Málaga","1954.0"
"Año 2021","Tercero","Sevilla","1579.0"
"Año 2021","Tercero","Huesca","134.0"
"Año 2021","Tercero","Teruel","70.0"
"Año 2021","Tercero","Zaragoza","1168.0"
"Año 2021","Tercero","Asturias","631.0"
"Año 2021","Tercero","Illes Balears","2013.0"
"Año 2021","Tercero","Las Palmas","1338.0"
"Año 2021","Tercero","Santa Cruz de Tenerife","1101.0"
"Año 2021","Tercero","Cantabria","505.0"
"Año 2021","Tercero","Ávila","116.0"
"Año 2021","Tercero","Burgos","250.0"
"Año 2021","Tercero","León","235.0"
"Año 2021","Tercero","Palencia","101.0"
"Año 2021","Tercero","Salamanca","125.0"
"Año 2021","Tercero","Segovia","131.0"
"Año 2021","Tercero","Soria","48.0"
"Año 2021","Tercero","Valladolid","339.0"
"Año 2021","Tercero","Zamora","85.0"
"Año 2021","Tercero","Albacete","292.0"
"Año 2021","Tercero","Ciudad Real","437.0"
"Año 2021","Tercero","Cuenca","118.0"
"Año 2021","Tercero","Guadalajara","284.0"
"Año 2021","Tercero","Toledo","611.0"
"Año 2021","Tercero","Barcelona","4012.0"
"Año 2021","Tercero","Girona","752.0"
"Año 2021","Tercero","Lleida","449.0"
"Año 2021","Tercero","Tarragona","841.0"
"Año 2021","Tercero","Alicante/Alacant","2391.0"
"Año 2021","Tercero","Castellón/Castelló","517.0"
"Año 2021","Tercero","Valencia/València","3391.0"
"Año 2021","Tercero","Badajoz","483.0"
"Año 2021","Tercero","Cáceres","221.0"
"Año 2021","Tercero","A Coruña","643.0"
"Año 2021","Tercero","Lugo","180.0"
"Año 2021","Tercero","Ourense","189.0"
"Año 2021","Tercero","Pontevedra","608.0"
"Año 2021","Tercero","Madrid","6964.0"
"Año 2021","Tercero","Murcia","1933.0"
"Año 2021","Tercero","Navarra","358.0"
"Año 2021","Tercero","Araba/Álava","205.0"
"Año 2021","Tercero","Gipuzkoa","398.0"
"Año 2021","Tercero","Bizkaia","719.0"
"Año 2021","Tercero","La Rioja","223.0"
"Año 2021","Tercero","Ceuta","75.0"
"Año 2021","Tercero","Melilla","117.0"
"Año 2021","Cuarto","Almería","955.0"
"Año 2021","Cuarto","Cádiz","1387.0"
"Año 2021","Cuarto","Córdoba","558.0"
"Año 2021","Cuarto","Granada","1318.0"
"Año 2021","Cuarto","Huelva","597.0"
"Año 2021","Cuarto","Jaén","520.0"
"Año 2021","Cuarto","Málaga","1653.0"
"Año 2021","Cuarto","Sevilla","1655.0"
"Año 2021","Cuarto","Huesca","120.0"
"Año 2021","Cuarto","Teruel","47.0"
"Año 2021","Cuarto","Zaragoza","773.0"
"Año 2021","Cuarto","Asturias","624.0"
"Año 2021","Cuarto","Illes Balears","1629.0"
"Año 2021","Cuarto","Las Palmas","1332.0"
"Año 2021","Cuarto","Santa Cruz de Tenerife","956.0"
"Año 2021","Cuarto","Cantabria","536.0"
"Año 2021","Cuarto","Ávila","109.0"
"Año 2021","Cuarto","Burgos","215.0"
"Año 2021","Cuarto","León","224.0"
"Año 2021","Cuarto","Palencia","85.0"
"Año 2021","Cuarto","Salamanca","97.0"
"Año 2021","Cuarto","Segovia","165.0"
"Año 2021","Cuarto","Soria","45.0"
"Año 2021","Cuarto","Valladolid","341.0"
"Año 2021","Cuarto","Zamora","52.0"
"Año 2021","Cuarto","Albacete","270.0"
"Año 2021","Cuarto","Ciudad Real","448.0"
"Año 2021","Cuarto","Cuenca","109.0"
"Año 2021","Cuarto","Guadalajara","601.0"
"Año 2021","Cuarto","Toledo","476.0"
"Año 2021","Cuarto","Barcelona","3821.0"
"Año 2021","Cuarto","Girona","729.0"
"Año 2021","Cuarto","Lleida","405.0"
"Año 2021","Cuarto","Tarragona","680.0"
"Año 2021","Cuarto","Alicante/Alacant","2360.0"
"Año 2021","Cuarto","Castellón/Castelló","567.0"
"Año 2021","Cuarto","Valencia/València","2978.0"
"Año 2021","Cuarto","Badajoz","453.0"
"Año 2021","Cuarto","Cáceres","248.0"
"Año 2021","Cuarto","A Coruña","648.0"
"Año 2021","Cuarto","Lugo","168.0"
"Año 2021","Cuarto","Ourense","202.0"
"Año 2021","Cuarto","Pontevedra","538.0"
"Año 2021","Cuarto","Madrid","6406.0"
"Año 2021","Cuarto","Murcia","1690.0"
"Año 2021","Cuarto","Navarra","437.0"
"Año 2021","Cuarto","Araba/Álava","198.0"
"Año 2021","Cuarto","Gipuzkoa","399.0"
"Año 2021","Cuarto","Bizkaia","832.0"
"Año 2021","Cuarto","La Rioja","234.0"
"Año 2021","Cuarto","Ceuta","72.0"
"Año 2021","Cuarto","Melilla","73.0"
"Año 2022","Primero","Almería","829.0"
"Año 2022","Primero","Cádiz","1495.0"
"Año 2022","Primero","Córdoba","677.0"
"Año 2022","Primero","Granada","1311.0"
"Año 2022","Primero","Huelva","579.0"
"Año 2022","Primero","Jaén","548.0"
"Año 2022","Primero","Málaga","1886.0"
"Año 2022","Primero","Sevilla","1690.0"
"Año 2022","Primero","Huesca","83.0"
"Año 2022","Primero","Teruel","48.0"
"Año 2022","Primero","Zaragoza","842.0"
"Año 2022","Primero","Asturias","737.0"
"Año 2022","Primero","Illes Balears","1443.0"
"Año 2022","Primero","Las Palmas","1182.0"
"Año 2022","Primero","Santa Cruz de Tenerife","973.0"
"Año 2022","Primero","Cantabria","514.0"
"Año 2022","Primero","Ávila","85.0"
"Año 2022","Primero","Burgos","210.0"
"Año 2022","Primero","León","231.0"
"Año 2022","Primero","Palencia","84.0"
"Año 2022","Primero","Salamanca","115.0"
"Año 2022","Primero","Segovia","152.0"
"Año 2022","Primero","Soria","43.0"
"Año 2022","Primero","Valladolid","308.0"
"Año 2022","Primero","Zamora","51.0"
"Año 2022","Primero","Albacete","248.0"
"Año 2022","Primero","Ciudad Real","370.0"
"Año 2022","Primero","Cuenca","107.0"
"Año 2022","Primero","Guadalajara","262.0"
"Año 2022","Primero","Toledo","508.0"
"Año 2022","Primero","Barcelona","3506.0"
"Año 2022","Primero","Girona","541.0"
"Año 2022","Primero","Lleida","366.0"
"Año 2022","Primero","Tarragona","685.0"
"Año 2022","Primero","Alicante/Alacant","2276.0"
"Año 2022","Primero","Castellón/Castelló","801.0"
"Año 2022","Primero","Valencia/València","3072.0"
"Año 2022","Primero","Badajoz","471.0"
"Año 2022","Primero","Cáceres","229.0"
"Año 2022","Primero","A Coruña","646.0"
"Año 2022","Primero","Lugo","185.0"
"Año 2022","Primero","Ourense","288.0"
"Año 2022","Primero","Pontevedra","576.0"
"Año 2022","Primero","Madrid","6534.0"
"Año 2022","Primero","Murcia","1730.0"
"Año 2022","Primero","Navarra","458.0"
"Año 2022","Primero","Araba/Álava","197.0"
"Año 2022","Primero","Gipuzkoa","435.0"
"Año 2022","Primero","Bizkaia","816.0"
"Año 2022","Primero","La Rioja","208.0"
"Año 2022","Primero","Ceuta","61.0"
"Año 2022","Primero","Melilla","73.0"
"Año 2022","Segundo","Almería","1020.0"
"Año 2022","Segundo","Cádiz","1471.0"
"Año 2022","Segundo","Córdoba","675.0"
"Año 2022","Segundo","Granada","1220.0"
"Año 2022","Segundo","Huelva","589.0"
"Año 2022","Segundo","Jaén","568.0"
"Año 2022","Segundo","Málaga","1956.0"
"Año 2022","Segundo","Sevilla","1772.0"
"Año 2022","Segundo","Huesca","127.0"
"Año 2022","Segundo","Teruel","74.0"
"Año 2022","Segundo","Zaragoza","873.0"
"Año 2022","Segundo","Asturias","773.0"
"Año 2022","Segundo","Illes Balears","1752.0"
"Año 2022","Segundo","Las Palmas","1300.0"
"Año 2022","Segundo","Santa Cruz de Tenerife","1076.0"
"Año 2022","Segundo","Cantabria","546.0"
"Año 2022","Segundo","Ávila","118.0"
"Año 2022","Segundo","Burgos","235.0"
"Año 2022","Segundo","León","250.0"
"Año 2022","Segundo","Palencia","101.0"
"Año 2022","Segundo","Salamanca","138.0"
"Año 2022","Segundo","Segovia","117.0"
"Año 2022","Segundo","Soria","41.0"
"Año 2022","Segundo","Valladolid","353.0"
"Año 2022","Segundo","Zamora","47.0"
"Año 2022","Segundo","Albacete","245.0"
"Año 2022","Segundo","Ciudad Real","406.0"
"Año 2022","Segundo","Cuenca","141.0"
"Año 2022","Segundo","Guadalajara","286.0"
"Año 2022","Segundo","Toledo","565.0"
"Año 2022","Segundo","Barcelona","3890.0"
"Año 2022","Segundo","Girona","699.0"
"Año 2022","Segundo","Lleida","454.0"
"Año 2022","Segundo","Tarragona","741.0"
"Año 2022","Segundo","Alicante/Alacant","2423.0"
"Año 2022","Segundo","Castellón/Castelló","1237.0"
"Año 2022","Segundo","Valencia/València","3249.0"
"Año 2022","Segundo","Badajoz","555.0"
"Año 2022","Segundo","Cáceres","330.0"
"Año 2022","Segundo","A Coruña","737.0"
"Año 2022","Segundo","Lugo","176.0"
"Año 2022","Segundo","Ourense","335.0"
"Año 2022","Segundo","Pontevedra","565.0"
"Año 2022","Segundo","Madrid","6958.0"
"Año 2022","Segundo","Murcia","2180.0"
"Año 2022","Segundo","Navarra","498.0"
"Año 2022","Segundo","Araba/Álava","264.0"
"Año 2022","Segundo","Gipuzkoa","404.0"
"Año 2022","Segundo","Bizkaia","827.0"
"Año 2022","Segundo","La Rioja","234.0"
"Año 2022","Segundo","Ceuta","58.0"
"Año 2022","Segundo","Melilla","94.0"
"Año 2022","Tercero","Almería","1138.0"
"Año 2022","Tercero","Cádiz","1312.0"
"Año 2022","Tercero","Córdoba","784.0"
"Año 2022","Tercero","Granada","1462.0"
"Año 2022","Tercero","Huelva","766.0"
"Año 2022","Tercero","Jaén","556.0"
"Año 2022","Tercero","Málaga","2354.0"
"Año 2022","Tercero","Sevilla","1980.0"
"Año 2022","Tercero","Huesca","154.0"
"Año 2022","Tercero","Teruel","81.0"
"Año 2022","Tercero","Zaragoza","1038.0"
"Año 2022","Tercero","Asturias","814.0"
"Año 2022","Tercero","Illes Balears","2195.0"
"Año 2022","Tercero","Las Palmas","1450.0"
"Año 2022","Tercero","Santa Cruz de Tenerife","1112.0"
"Año 2022","Tercero","Cantabria","579.0"
"Año 2022","Tercero","Ávila","117.0"
"Año 2022","Tercero","Burgos","259.0"
"Año 2022","Tercero","León","300.0"
"Año 2022","Tercero","Palencia","88.0"
"Año 2022","Tercero","Salamanca","167.0"
"Año 2022","Tercero","Segovia","169.0"
"Año 2022","Tercero","Soria","74.0"
"Año 2022","Tercero","Valladolid","297.0"
"Año 2022","Tercero","Zamora","105.0"
"Año 2022","Tercero","Albacete","279.0"
"Año 2022","Tercero","Ciudad Real","436.0"
"Año 2022","Tercero","Cuenca","150.0"
"Año 2022","Tercero","Guadalajara","185.0"
"Año 2022","Tercero","Toledo","637.0"
"Año 2022","Tercero","Barcelona","4238.0"
"Año 2022","Tercero","Girona","758.0"
"Año 2022","Tercero","Lleida","515.0"
"Año 2022","Tercero","Tarragona","792.0"
"Año 2022","Tercero","Alicante/Alacant","2605.0"
"Año 2022","Tercero","Castellón/Castelló","951.0"
"Año 2022","Tercero","Valencia/València","3441.0"
"Año 2022","Tercero","Badajoz","502.0"
"Año 2022","Tercero","Cáceres","323.0"
"Año 2022","Tercero","A Coruña","783.0"
"Año 2022","Tercero","Lugo","193.0"
"Año 2022","Tercero","Ourense","242.0"
"Año 2022","Tercero","Pontevedra","636.0"
"Año 2022","Tercero","Madrid","7821.0"
"Año 2022","Tercero","Murcia","1969.0"
"Año 2022","Tercero","Navarra","656.0"
"Año 2022","Tercero","Araba/Álava","300.0"
"Año 2022","Tercero","Gipuzkoa","387.0"
"Año 2022","Tercero","Bizkaia","903.0"
"Año 2022","Tercero","La Rioja","237.0"
"Año 2022","Tercero","Ceuta","82.0"
"Año 2022","Tercero","Melilla","107.0"
"Año 2022","Cuarto","Almería","1083.0"
"Año 2022","Cuarto","Cádiz","1243.0"
"Año 2022","Cuarto","Córdoba","704.0"
"Año 2022","Cuarto","Granada","1332.0"
"Año 2022","Cuarto","Huelva","638.0"
"Año 2022","Cuarto","Jaén","566.0"
"Año 2022","Cuarto","Málaga","2080.0"
"Año 2022","Cuarto","Sevilla","1865.0"
"Año 2022","Cuarto","Huesca","135.0"
"Año 2022","Cuarto","Teruel","68.0"
"Año 2022","Cuarto","Zaragoza","931.0"
"Año 2022","Cuarto","Asturias","762.0"
"Año 2022","Cuarto","Illes Balears","1610.0"
"Año 2022","Cuarto","Las Palmas","1551.0"
"Año 2022","Cuarto","Santa Cruz de Tenerife","1113.0"
"Año 2022","Cuarto","Cantabria","579.0"
"Año 2022","Cuarto","Ávila","117.0"
"Año 2022","Cuarto","Burgos","254.0"
"Año 2022","Cuarto","León","280.0"
"Año 2022","Cuarto","Palencia","76.0"
"Año 2022","Cuarto","Salamanca","103.0"
"Año 2022","Cuarto","Segovia","130.0"
"Año 2022","Cuarto","Soria","52.0"
"Año 2022","Cuarto","Valladolid","337.0"
"Año 2022","Cuarto","Zamora","61.0"
"Año 2022","Cuarto","Albacete","227.0"
"Año 2022","Cuarto","Ciudad Real","421.0"
"Año 2022","Cuarto","Cuenca","118.0"
"Año 2022","Cuarto","Guadalajara","177.0"
"Año 2022","Cuarto","Toledo","565.0"
"Año 2022","Cuarto","Barcelona","3965.0"
"Año 2022","Cuarto","Girona","715.0"
"Año 2022","Cuarto","Lleida","420.0"
"Año 2022","Cuarto","Tarragona","730.0"
"Año 2022","Cuarto","Alicante/Alacant","2476.0"
"Año 2022","Cuarto","Castellón/Castelló","910.0"
"Año 2022","Cuarto","Valencia/València","3125.0"
"Año 2022","Cuarto","Badajoz","474.0"
"Año 2022","Cuarto","Cáceres","272.0"
"Año 2022","Cuarto","A Coruña","766.0"
"Año 2022","Cuarto","Lugo","176.0"
"Año 2022","Cuarto","Ourense","170.0"
"Año 2022","Cuarto","Pontevedra","555.0"
"Año 2022","Cuarto","Madrid","6485.0"
"Año 2022","Cuarto","Murcia","2025.0"
"Año 2022","Cuarto","Navarra","740.0"
"Año 2022","Cuarto","Araba/Álava","318.0"
"Año 2022","Cuarto","Gipuzkoa","340.0"
"Año 2022","Cuarto","Bizkaia","904.0"
"Año 2022","Cuarto","La Rioja","214.0"
"Año 2022","Cuarto","Ceuta","49.0"
"Año 2022","Cuarto","Melilla","84.0"
"Año 2023","Primero","Almería","1040.0"
"Año 2023","Primero","Cádiz","1266.0"
"Año 2023","Primero","Córdoba","656.0"
"Año 2023","Primero","Granada","1238.0"
"Año 2023","Primero","Huelva","596.0"
"Año 2023","Primero","Jaén","559.0"
"Año 2023","Primero","Málaga","2064.0"
"Año 2023","Primero","Sevilla","1927.0"
"Año 2023","Primero","Huesca","149.0"
"Año 2023","Primero","Teruel","60.0"
"Año 2023","Primero","Zaragoza","983.0"
"Año 2023","Primero","Asturias","838.0"
"Año 2023","Primero","Illes Balears","1688.0"
"Año 2023","Primero","Las Palmas","1428.0"
"Año 2023","Primero","Santa Cruz de Tenerife","1124.0"
"Año 2023","Primero","Cantabria","625.0"
"Año 2023","Primero","Ávila","133.0"
"Año 2023","Primero","Burgos","259.0"
"Año 2023","Primero","León","240.0"
"Año 2023","Primero","Palencia","168.0"
"Año 2023","Primero","Salamanca","152.0"
"Año 2023","Primero","Segovia","218.0"
"Año 2023","Primero","Soria","52.0"
"Año 2023","Primero","Valladolid","297.0"
"Año 2023","Primero","Zamora","88.0"
"Año 2023","Primero","Albacete","231.0"
"Año 2023","Primero","Ciudad Real","433.0"
"Año 2023","Primero","Cuenca","89.0"
"Año 2023","Primero","Guadalajara","250.0"
"Año 2023","Primero","Toledo","496.0"
"Año 2023","Primero","Barcelona","3829.0"
"Año 2023","Primero","Girona","619.0"
"Año 2023","Primero","Lleida","409.0"
"Año 2023","Primero","Tarragona","743.0"
"Año 2023","Primero","Alicante/Alacant","2509.0"
"Año 2023","Primero","Castellón/Castelló","1119.0"
"Año 2023","Primero","Valencia/València","3584.0"
"Año 2023","Primero","Badajoz","640.0"
"Año 2023","Primero","Cáceres","294.0"
"Año 2023","Primero","A Coruña","686.0"
"Año 2023","Primero","Lugo","189.0"
"Año 2023","Primero","Ourense","227.0"
"Año 2023","Primero","Pontevedra","645.0"
"Año 2023","Primero","Madrid","6812.0"
"Año 2023","Primero","Murcia","2044.0"
"Año 2023","Primero","Navarra","717.0"
"Año 2023","Primero","Araba/Álava","202.0"
"Año 2023","Primero","Gipuzkoa","385.0"
"Año 2023","Primero","Bizkaia","903.0"
"Año 2023","Primero","La Rioja","231.0"
"Año 2023","Primero","Ceuta","90.0"
"Año 2023","Primero","Melilla","103.0"
"Año 2023","Segundo","Almería","964.0"
"Año 2023","Segundo","Cádiz","1293.0"
"Año 2023","Segundo","Córdoba","708.0"
"Año 2023","Segundo","Granada","1623.0"
"Año 2023","Segundo","Huelva","630.0"
"Año 2023","Segundo","Jaén","633.0"
"Año 2023","Segundo","Málaga","2319.0"
"Año 2023","Segundo","Sevilla","1892.0"
"Año 2023","Segundo","Huesca","167.0"
"Año 2023","Segundo","Teruel","77.0"
"Año 2023","Segundo","Zaragoza","1113.0"
"Año 2023","Segundo","Asturias","742.0"
"Año 2023","Segundo","Illes Balears","2012.0"
"Año 2023","Segundo","Las Palmas","1462.0"
"Año 2023","Segundo","Santa Cruz de Tenerife","1356.0"
"Año 2023","Segundo","Cantabria","593.0"
"Año 2023","Segundo","Ávila","137.0"
"Año 2023","Segundo","Burgos","274.0"
"Año 2023","Segundo","León","289.0"
"Año 2023","Segundo","Palencia","111.0"
"Año 2023","Segundo","Salamanca","152.0"
"Año 2023","Segundo","Segovia","149.0"
"Año 2023","Segundo","Soria","42.0"
"Año 2023","Segundo","Valladolid","321.0"
"Año 2023","Segundo","Zamora","109.0"
"Año 2023","Segundo","Albacete","270.0"
"Año 2023","Segundo","Ciudad Real","393.0"
"Año 2023","Segundo","Cuenca","122.0"
"Año 2023","Segundo","Guadalajara","200.0"
"Año 2023","Segundo","Toledo","596.0"
"Año 2023","Segundo","Barcelona","3929.0"
"Año 2023","Segundo","Girona","647.0"
"Año 2023","Segundo","Lleida","509.0"
"Año 2023","Segundo","Tarragona","767.0"
"Año 2023","Segundo","Alicante/Alacant","2680.0"
"Año 2023","Segundo","Castellón/Castelló","995.0"
"Año 2023","Segundo","Valencia/València","3210.0"
"Año 2023","Segundo","Badajoz","671.0"
"Año 2023","Segundo","Cáceres","329.0"
"Año 2023","Segundo","A Coruña","692.0"
"Año 2023","Segundo","Lugo","169.0"
"Año 2023","Segundo","Ourense","177.0"
"Año 2023","Segundo","Pontevedra","669.0"
"Año 2023","Segundo","Madrid","7303.0"
"Año 2023","Segundo","Murcia","1992.0"
"Año 2023","Segundo","Navarra","677.0"
"Año 2023","Segundo","Araba/Álava","314.0"
"Año 2023","Segundo","Gipuzkoa","409.0"
"Año 2023","Segundo","Bizkaia","914.0"
